#10.09.2016###Timisoara#52######09.11.2016###http://www.romimo.ro/imobiliare/Apartamente/Apartamente-3-camere/Timis/Timisoara/anunt-4429142.html#Circumvalatiunii
#10.09.2016###Timisoara#30######09.11.2016###http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4449168.html#
#09.09.2016##Altele#Timisoara#####1 #4 #08.11.2016###http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4520007.html#
2008#09.09.2016#1#Altele#Timisoara##6#2#3#94.500 #420.695 #08.11.2016#1##http://www.romimo.ro/imobiliare/Apartamente/Apartamente-3-camere/Timis/Timisoara/anunt-4499749.html#
#09.09.2016#4#Centrala bloc#Timisoara###1#3#55.000 #244.849 #08.11.2016###http://www.romimo.ro/imobiliare/Apartamente/Apartamente-3-camere/Timis/Timisoara/anunt-4494478.html#Lipovei
#08.09.2016###Timisoara#####80.000 #356.144 #07.11.2016###http://www.romimo.ro/imobiliare/Apartamente/Apartamente-3-camere/Timis/Timisoara/anunt-4484206.html#
#08.09.2016##Altele#Timisoara###1#3#56.000 #249.301 #07.11.2016###http://www.romimo.ro/imobiliare/Apartamente/Apartamente-3-camere/Timis/Timisoara/anunt-4500846.html#Iosefin
#06.09.2016#1#Altele#Timisoara###1#2#100.000 #445.180 #05.11.2016###http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4514373.html#Take Ionescu
#06.09.2016##Altele#Timisoara#####13.500 #60.099 #05.11.2016###http://www.romimo.ro/imobiliare/Apartamente/Garsoniera/Timis/Timisoara/anunt-4521419.html#
2014#06.09.2016##Altele#Timisoara##2#1#2#45.000 #200.331 #05.11.2016#1##http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4466229.html#
#06.09.2016##Altele#Timisoara#####25.000 #111.295 #05.11.2016###http://www.romimo.ro/imobiliare/Apartamente/Garsoniera/Timis/Timisoara/anunt-4521212.html#Lipovei
#06.09.2016##Centrala proprie#Timisoara#65##1#2###05.11.2016###http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4448654.html#Lipovei
#06.09.2016##Altele#Timisoara#####55.000 #244.849 #05.11.2016###http://www.romimo.ro/imobiliare/Apartamente/Apartamente-3-camere/Timis/Timisoara/anunt-4505333.html#
2016#04.09.2016##Altele#Timisoara###1#2#58.400 #259.985 #03.11.2016###http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4515051.html#Soarelui
#24.08.2016##Altele#Timisoara#####49.999 #222.586 #23.10.2016###http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4496087.html#
#23.08.2016##Altele#Timisoara#####100 #445 #22.10.2016###http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4515515.html#
#22.08.2016##Altele#Timisoara#####999 #4.447 #21.10.2016###http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4515151.html#
#21.08.2016##Altele#Timisoara#####33.000 #146.909 #20.10.2016###http://www.romimo.ro/imobiliare/Apartamente/Apartamente-1-camera/Timis/Timisoara/anunt-4381883.html#
2009#18.08.2016#1#Altele#Timisoara###1#2#61.000 #271.560 #17.10.2016###http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4499257.html#Aradului Vest
1973#12.08.2016#2#Altele#Timisoara##4#1#1#25.000 #111.295 #11.10.2016#10##http://www.romimo.ro/imobiliare/Apartamente/Garsoniera/Timis/Timisoara/anunt-4510933.html#Blajcovici
2016#11.08.2016##Altele#Timisoara##2#1#3#60.000 #267.108 #10.10.2016#2##http://www.romimo.ro/imobiliare/Apartamente/Apartamente-3-camere/Timis/Timisoara/anunt-4455445.html#
#06.08.2016##Altele#Timisoara###2#4#75.500 #336.111 #05.10.2016###http://www.romimo.ro/imobiliare/Apartamente/Apartamente-4-camere/Timis/Timisoara/anunt-4491983.html#
#05.08.2016##Altele#Timisoara###1#2#51.000 #227.042 #04.10.2016#1##http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4500642.html#
2017#03.08.2016##Centrala proprie#Timisoara####1#43.065 #191.717 #02.10.2016###http://www.romimo.ro/imobiliare/Apartamente/Apartamente-1-camera/Timis/Timisoara/anunt-4502702.html#Complexul Studentesc
#03.08.2016##Centrala proprie#Timisoara#####56.227 #250.311 #02.10.2016###http://www.romimo.ro/imobiliare/Apartamente/Apartamente-1-camera/Timis/Timisoara/anunt-4502707.html#Complexul Studentesc
2010#02.08.2016#1#Altele#Timisoara##3#1#1#47.000 #209.235 #01.10.2016###http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4510044.html#Complexul Studentesc
#30.07.2016###Timisoara#90#4#2#4###28.09.2016###http://www.romimo.ro/imobiliare/Apartamente/Apartamente-3-camere/Timis/Timisoara/anunt-4417832.html#
1990#28.07.2016#3#Altele#Timisoara##4##1#12.000 #53.422 #26.09.2016###http://www.romimo.ro/imobiliare/Apartamente/Garsoniera/Timis/Timisoara/anunt-4508688.html#Dumbravita
#27.07.2016###Timisoara####3#1 #4 #25.09.2016###http://www.romimo.ro/imobiliare/Apartamente/Apartamente-3-camere/Timis/Timisoara/anunt-4244799.html#
1985#26.07.2016##Altele#Timisoara##4#1#2#60.000 #267.108 #24.09.2016#1##http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4508369.html#
#25.07.2016##Altele#Timisoara##2#1#2#67.000 #298.271 #23.09.2016#1##http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4502459.html#BRAYTIM
#25.07.2016#1#Centrala bloc#Timisoara#####33.000 #146.909 #23.09.2016###http://www.romimo.ro/imobiliare/Apartamente/Apartamente-1-camera/Timis/Timisoara/anunt-4470892.html#Sagului
#15.07.2016##Altele#Timisoara##2##1#15.000 #66.777 #13.09.2016###http://www.romimo.ro/imobiliare/Apartamente/Garsoniera/Timis/Timisoara/anunt-4505739.html#
#06.09.2016#2#Incalzire centralizata#Timisoara#130##2#5#1 #4 #05.11.2016##7.69230769230769#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-5-camere/Timis/Timisoara/anunt-4381825.html#Sinaia
#10.09.2016###Timisoara#90####1.000 #4.452 #09.11.2016##11.1111111111111#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-4-camere/Timis/Timisoara/anunt-4451429.html#CENTRU
1989#15.08.2016#2#Centrala proprie#Timisoara#80#4#2#4#1 #4 #14.10.2016#2#12.5#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-4-camere/Timis/Timisoara/anunt-4411685.html#
#30.08.2016##Altele#Timisoara#60####1 #4 #29.10.2016##16.6666666666667#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4511805.html#
#23.08.2016##Altele#Timisoara#60####1 #4 #22.10.2016##16.6666666666667#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-3-camere/Timis/Timisoara/anunt-4515511.html#Circumvalatiunii
#14.08.2016##Altele#Timisoara#60##1#2#1 #4 #13.10.2016##16.6666666666667#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4513200.html#
2012#10.08.2016#6#Centrala bloc#Timisoara#70#13#1#3#1.300 #5.787 #23.09.2016##18.5714285714286#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-3-camere/Timis/Timisoara/anunt-4504253.html#CENTRU
#05.08.2016###Timisoara#70####1.500 #6.678 #04.10.2016##21.4285714285714#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-3-camere/Timis/Timisoara/anunt-4464808.html#MALL
2016#10.09.2016#1#Centrala proprie#Timisoara#50#3#1#2#1.100 #4.897 #09.11.2016#1#22#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4436061.html#BRAYTIM
#27.07.2016#4#Altele#Timisoara#40#4#1#3#1.000 #4.452 #25.09.2016##25#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-3-camere/Timis/Timisoara/anunt-4508636.html#
#19.08.2016#5#Altele#Timisoara#34####1 #4 #18.10.2016##29.4117647058824#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4514420.html#
#28.08.2016##Incalzire centralizata#Timisoara#33##1#1#1 #4 #27.10.2016##30.3030303030303#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-1-camera/Timis/Timisoara/anunt-4416374.html#Circumvalatiunii
#28.08.2016##Altele#Timisoara#33##1#1#1 #4 #27.10.2016##30.3030303030303#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-1-camera/Timis/Timisoara/anunt-4509042.html#Circumvalatiunii
#26.08.2016#3#Altele#Timisoara#32#10#1#1#1 #4 #25.10.2016##31.25#http://www.romimo.ro/imobiliare/Apartamente/Garsoniera/Timis/Timisoara/anunt-4516236.html#Circumvalatiunii
#05.09.2016##Altele#Timisoara#30###1#1 #4 #04.11.2016##33.3333333333333#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-1-camera/Timis/Timisoara/anunt-4521111.html#
#08.08.2016##Altele#Timisoara#700####35 #156 #07.10.2016##50#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-1-camera/Timis/Timisoara/anunt-4509780.html#Lipovei
#12.09.2016###Timisoara#19####1 #4 #11.11.2016##52.6315789473684#http://www.romimo.ro/imobiliare/Apartamente/Garsoniera/Timis/Timisoara/anunt-4424374.html#Tipografilor
#05.08.2016#9#Incalzire centralizata#Timisoara#70##1#3#4.000 #17.807 #04.10.2016##57.1428571428571#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-3-camere/Timis/Timisoara/anunt-4418673.html#MALL
1987#12.09.2016#3#Incalzire centralizata#Timisoara#656#4#2#3#39.000 #173.620 #11.11.2016##59.4512195121951#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-3-camere/Timis/Timisoara/anunt-4485283.html#
#20.07.2016#1#Centrala proprie#Timisoara#925#1#1#3#60.000 #267.108 #18.09.2016##64.8648648648649#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-3-camere/Timis/Timisoara/anunt-4485055.html#Iosefin
#10.09.2016#1##Timisoara#15##1#1#1 #4 #09.11.2016##66.6666666666667#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-1-camera/Timis/Timisoara/anunt-4377119.html#Complexul Studentesc
#25.07.2016###Timisoara#20##1#1#1.900 #8.458 #23.09.2016##95#http://www.romimo.ro/imobiliare/Apartamente/Garsoniera/Timis/Timisoara/anunt-4506667.html#
1978#10.09.2016#4#Centrala proprie#Timisoara#567#4#1#2#53.900 #239.952 #09.11.2016#1#95.0617283950617#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4457443.html#Girocului
1977#07.08.2016##Convector#Timisoara#21#3#1#1#2.000 #8.904 #06.10.2016#10#95.2380952380952#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-1-camera/Timis/Timisoara/anunt-4450121.html#Sagului
#10.09.2016###Timisoara#9##1#1#1 #4 #09.11.2016##111.111111111111#http://www.romimo.ro/imobiliare/Apartamente/Garsoniera/Timis/Timisoara/anunt-4380447.html#Complexul Studentesc
1987#07.09.2016#3#Altele#Timisoara#74###4#9 #40 #06.11.2016##121.621621621622#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-4-camere/Timis/Timisoara/anunt-4504481.html#Lipovei
1990#05.09.2016#1#Gaz#Timisoara#48#3#1#2#6.000 #26.711 #04.11.2016##125#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4330739.html#
1970#26.07.2016##Centrala proprie#Timisoara#380##1#2#50.000 #222.590 #24.09.2016##131.578947368421#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4264156.html#Baba Dochia
#26.07.2016#4#Altele#Timisoara#349##1#2#49.500 #220.364 #24.09.2016##141.833810888252#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4506668.html#Sagului
#21.08.2016###Timisoara#55####10.000 #44.518 #20.10.2016##181.818181818182#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-3-camere/Timis/Timisoara/anunt-4441847.html#
2016#18.07.2016##Altele#Timisoara#55#3#1#2#10 #45 #16.09.2016##181.818181818182#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4502566.html#BRAYTIM
1999#26.08.2016##Altele#Timisoara#15####2.900 #12.910 #25.10.2016##193.333333333333#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4501166.html#
#11.09.2016#4#Altele#Timisoara#70##1#4#15.000 #66.777 #10.11.2016##214.285714285714#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-4-camere/Timis/Timisoara/anunt-4512511.html#
#12.09.2016###Timisoara#17####5.000 #22.259 #11.11.2016##294.117647058824#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-3-camere/Timis/Timisoara/anunt-4433630.html#Odobescu
#25.07.2016##Altele#Timisoara#25####8.000 #35.614 #23.09.2016##320#http://www.romimo.ro/imobiliare/Apartamente/Garsoniera/Timis/Timisoara/anunt-4489001.html#
2008#12.09.2016#5#Gaz#Timisoara#24##1#1#8.000 #35.614 #11.11.2016##333.333333333333#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4443368.html#Lipovei
1970#10.09.2016#3#Centrala bloc#Timisoara#56#4#1#2#20.000 #89.036 #09.11.2016#1#357.142857142857#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4365075.html#
#03.09.2016###Timisoara#56####20.000 #89.036 #02.11.2016##357.142857142857#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4367159.html#
#03.08.2016###Timisoara#56####20.000 #89.036 #02.10.2016##357.142857142857#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4404108.html#
1984#17.08.2016###Timisoara#90#4#2#4#34.000 #151.361 #16.10.2016#1#377.777777777778#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-4-camere/Timis/Timisoara/anunt-4459535.html#
2014#29.08.2016##Centrala proprie#Timisoara#90#5#1#2#34.500 #153.587 #28.10.2016##383.333333333333#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4429278.html#Freidorf
2000#11.09.2016##Centrala proprie#Timisoara#90#2#1#3#36.000 #160.265 #10.11.2016#20#400#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-3-camere/Timis/Timisoara/anunt-4462203.html#
#01.09.2016###Timisoara#25####10.000 #44.518 #31.10.2016##400#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4428140.html#
2015#11.09.2016###Timisoara#120#4#2#4#48.500 #215.912 #10.11.2016##404.166666666667#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-4-camere/Timis/Timisoara/anunt-4451414.html#
2000#20.08.2016#1#Altele#Timisoara#17##1#1#6.998 #31.154 #19.10.2016##411.647058823529#http://www.romimo.ro/imobiliare/Apartamente/Garsoniera/Timis/Timisoara/anunt-4503239.html#Gara de Nord
1980#31.08.2016#1#Lemn#Timisoara#80##1#3#33.000 #146.909 #30.10.2016#10#412.5#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-3-camere/Timis/Timisoara/anunt-4270781.html#
#17.07.2016###Sacalaz#55####23.000 #102.391 #15.09.2016##418.181818181818#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4429398.html#
1989#29.08.2016#2#Centrala proprie#Timisoara#54#2#1#2#23.500 #104.617 #28.10.2016#1#435.185185185185#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4426248.html#
#02.09.2016###Timisoara#16##1#1#7.000 #31.163 #01.11.2016##437.5#http://www.romimo.ro/imobiliare/Apartamente/Garsoniera/Timis/Timisoara/anunt-4486382.html#
2014#29.08.2016##Centrala proprie#Timisoara#77#5#1#3#35.700 #158.929 #28.10.2016##463.636363636364#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-3-camere/Timis/Timisoara/anunt-4429269.html#Freidorf
2005#26.08.2016##Altele#Timisoara#79##1#3#37.000 #164.717 #25.10.2016##468.354430379747#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-3-camere/Timis/Timisoara/anunt-4512535.html#Dambovita
2015#03.09.2016#5##Timisoara#60#5#1#2#28.500 #126.876 #02.11.2016##475#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-3-camere/Timis/Timisoara/anunt-4346706.html#Freidorf
2015#03.09.2016##Centrala proprie#Timisoara#77#5#1#3#38.500 #171.394 #02.11.2016##500#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-3-camere/Timis/Timisoara/anunt-4429439.html#Freidorf
2015#11.09.2016###Timisoara#84#4#1#3#44.500 #198.105 #10.11.2016##529.761904761905#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-3-camere/Timis/Timisoara/anunt-4282486.html#
1977#11.08.2016#1#Centrala proprie#Timisoara#60#1#1#2#32.000 #142.458 #10.10.2016#1#533.333333333333#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4504742.html#
1975#12.09.2016##Gaz#Timisoara#140#2#2#4#75.000 #333.885 #11.11.2016#2#535.714285714286#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-4-camere/Timis/Timisoara/anunt-4407754.html#Lunei
1975#12.09.2016##Centrala proprie#Timisoara#140#2#2#4#75.000 #333.885 #11.11.2016#2#535.714285714286#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-4-camere/Timis/Timisoara/anunt-4453749.html#Lunei
#11.09.2016##Altele#Timisoara#50####27.000 #120.199 #10.11.2016##540#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4504944.html#
#07.08.2016###Timisoara#90##1#3#49.500 #220.364 #06.10.2016##550#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-4-camere/Timis/Timisoara/anunt-4450793.html#
#06.09.2016##Altele#Timisoara#85####47.000 #209.235 #05.11.2016##552.941176470588#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-3-camere/Timis/Timisoara/anunt-4512342.html#
2011#08.09.2016###Timisoara#150#2#2#3#83.000 #369.499 #07.11.2016#1#553.333333333333#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-3-camere/Timis/Timisoara/anunt-4315100.html#
#05.09.2016###Timisoara#47##1#2#26.500 #117.973 #04.11.2016##563.829787234043#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4477337.html#Traian
1910#08.09.2016##Altele#Timisoara#35#1##1#20.000 #89.036 #07.11.2016#5#571.428571428571#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-1-camera/Timis/Timisoara/anunt-4513625.html#Iosefin
1980#01.09.2016##Altele#Timisoara#70#4#1#2#40.000 #178.072 #31.10.2016#1#571.428571428571#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4520210.html#
#09.08.2016##Lemn#Timisoara#35##1#1#20.000 #89.036 #08.10.2016##571.428571428571#http://www.romimo.ro/imobiliare/Apartamente/Garsoniera/Timis/Timisoara/anunt-4464397.html#Iosefin
1998#01.09.2016##Gaz#Timisoara#126#4#2#4#73.000 #324.981 #31.10.2016#2#579.365079365079#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-5-camere/Timis/Timisoara/anunt-4457681.html#Freidorf
#05.09.2016##Altele#Timisoara#55##1#2#32.000 #142.458 #04.11.2016##581.818181818182#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4514163.html#
#24.07.2016##Altele#Timisoara#17##1#1#10.000 #44.518 #22.09.2016##588.235294117647#http://www.romimo.ro/imobiliare/Apartamente/Garsoniera/Timis/Timisoara/anunt-4507770.html#
#09.08.2016#4#Altele#Timisoara#93##2#3#55.000 #244.849 #08.10.2016##591.397849462366#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-3-camere/Timis/Timisoara/anunt-4511896.html#Soarelui
2012#01.09.2016#2#Centrala proprie#Timisoara#300##5#5#180.000 #801.324 #31.10.2016##600#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-5-camere/Timis/Timisoara/anunt-4309860.html#Mehala
2009#09.08.2016#3#Centrala proprie#Timisoara#140#3#2#3#84.000 #373.951 #08.10.2016#1#600#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-3-camere/Timis/Timisoara/anunt-4492261.html#ARADULUI
#06.09.2016#1#Lemn#Timisoara#115#1#2#3#70.000 #311.626 #05.11.2016##608.695652173913#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-3-camere/Timis/Timisoara/anunt-4387556.html#Traian
#06.09.2016#1##Timisoara#115##2#3#70.000 #311.626 #05.11.2016##608.695652173913#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-3-camere/Timis/Timisoara/anunt-4399035.html#Traian
#26.07.2016###Timisoara#115##2#3#70.000 #311.626 #24.09.2016##608.695652173913#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-3-camere/Timis/Timisoara/anunt-4467684.html#
#08.09.2016###Timisoara#48#1#1#1#29.999 #133.550 #07.11.2016#1#624.979166666667#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4438876.html#
1979#11.09.2016###Timisoara#60#4#1#2#37.500 #166.942 #10.11.2016#1#625#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-1-camera/Timis/Timisoara/anunt-4424346.html#
#09.09.2016##Altele#Timisoara#83##1#3#52.000 #231.494 #08.11.2016##626.506024096386#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-3-camere/Timis/Timisoara/anunt-4509753.html#Lunei
2015#06.09.2016#1##Timisoara#110#2#1#4#69.000 #307.174 #05.11.2016#2#627.272727272727#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-4-camere/Timis/Timisoara/anunt-4446034.html#Buziasului
2015#18.08.2016#1##Timisoara#110#1#1#4#69.900 #311.181 #17.10.2016#2#635.454545454545#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-3-camere/Timis/Timisoara/anunt-4422212.html#Buziasului
1950#17.08.2016###Timisoara#140##3#4#89.000 #396.210 #16.10.2016##635.714285714286#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-3-camere/Timis/Timisoara/anunt-4416176.html#Iosefin
#08.09.2016##Altele#Timisoara#180#2#2#5#115.000 #511.957 #07.11.2016##638.888888888889#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-5-camere/Timis/Timisoara/anunt-4420616.html#
#26.07.2016##Lemn#Timisoara#50##1#2#32.000 #142.458 #24.09.2016##640#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4458188.html#
1989#20.08.2016#2#Altele#Timisoara#90#4#2#4#58.000 #258.204 #19.10.2016##644.444444444444#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-4-camere/Timis/Timisoara/anunt-4511175.html#Steaua
2000#28.07.2016##Altele#Timisoara#60#5#1#1#39.000 #173.620 #26.09.2016#1#650#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-1-camera/Timis/Timisoara/anunt-4507338.html#
2015#05.08.2016##Centrala proprie#Timisoara#69#2#1#2#45.000 #200.331 #04.10.2016#1#652.173913043478#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4425200.html#
#08.09.2016#1#Gaz#Timisoara#75##1#2#49.000 #218.138 #07.11.2016#2#653.333333333333#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4490527.html#
2016#12.09.2016#1#Centrala proprie#Timisoara#110#2#2#3#72.000 #320.530 #11.11.2016##654.545454545455#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-3-camere/Timis/Timisoara/anunt-4516733.html#Buziasului
#09.09.2016###Timisoara#69##1#3#46.000 #204.783 #08.11.2016##666.666666666667#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4429952.html#
#09.09.2016###Timisoara#69##1#3#46.000 #204.783 #08.11.2016##666.666666666667#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-3-camere/Timis/Timisoara/anunt-4431948.html#
1989#05.08.2016#1#Centrala proprie#Timisoara#60#4##2#40.000 #178.072 #04.10.2016#1#666.666666666667#http://www.romimo.ro/imobiliare/Apartamente/Apartamente-2-camere/Timis/Timisoara/anunt-4509108.html#Steaua
